ncppb_number	current_name_raw	canonical_name	name_as_received	alternative_names	expected_genus	expected_taxid	host	country	other_references_raw	catalogue_url	source_snapshot_sha256	record_html_start	record_html_end
NCPPB 4031	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas campestris pv. pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium x hortorum	UK	"The donor reference is 972200
This isolate was isolated by A. Aspin
The source of this isolate was ADAS 97001669"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4031		2316180	2319503
NCPPB 4032	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas hortorum	Xanthomonas campestris pv. pelargonii	Xanthomonas campestris pv. pelargonii (Brown 1923) Dye 1978	Xanthomonas		Pelargonium x hortorum	UK	"The donor reference is 972270
This isolate was isolated by A. Aspin"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4032		2319503	2322778
NCPPB 4033	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa	USA	"The donor reference is 700a
This isolate was isolated by ex. F. Sahin"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4033		2322778	2326049
NCPPB 4034	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa	USA	"The donor reference is 701a
This isolate was isolated by ex. F. Sahin"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4034		2326049	2329320
NCPPB 4037	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas campestris pv undetermined	Xanthomonas campestris (Pammel 1895) Dowson 1939 emend. Vauterin et al. 1995	Xanthomonas		Nemesia sp.	UK	"The donor reference is 981703
This isolate was isolated by A Aspin"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4037		2329320	2332789
NCPPB 4058	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas hortorum	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978	Xanthomonas		Lactuca sativa	UK	"The donor reference is 985855
This isolate was isolated by H. Stanford"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4058		2332789	2336060
NCPPB 4181	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas fragariae	Xanthomonas fragariae Kennedy and King 1962		Xanthomonas				The donor reference is 463	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4181		2336060	2338616
NCPPB 4183	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas arboricola	Xanthomonas arboricola pv fragariae Janse et al 2001		Xanthomonas		Fragaria (x)ananassa	Italy	"The donor reference is PD2806
This isolate is also in the collections; 17065
This isolate was isolated by JD Janse"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4183		2338616	2341435
NCPPB 4210	Xanthomonas sp. Dowson 1939	Xanthomonas sp			Xanthomonas		Cardiocrinum giganteum	India	This isolate was isolated by Helena Stanford	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4210		2341435	2344236
NCPPB 4231	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas sp.		Xanthomonas		Beta vulgaris var. Cicla (Chard) Seed	UK	"The donor reference is 2011627
This isolate was isolated by H. Stanford"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4231		2344236	2346952
NCPPB 4232	Xanthomonas sp. Dowson 1939	Xanthomonas sp	Xanthomonas sp.		Xanthomonas		Beta vulgaris var. Cicla (Chard) Seed	UK	"The donor reference is 2011626
This isolate was isolated by H. Stanford"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4232		2346952	2349668
NCPPB 4321	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas perforans		Xanthomonas		Solanum lycopersicum	USA	"The donor reference is XV938
This isolate is also in the collections; DSM 18975"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4321		2349668	2352456
NCPPB 4322	Xanthomonas euvesicatoria pv. perforans (Jones et al. 2006) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas perforans		Xanthomonas		Solanum lycopersicum	USA	The donor reference is XV1220	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4322		2352456	2355421
NCPPB 4323	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum	Xanthomonas gardneri		Xanthomonas		Solanum lycopersicum	Costa Rica	The donor reference is XV444	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4323		2355421	2358123
NCPPB 4324	Xanthomonas hortorum pv. gardneri Morinière et al. (2020)	Xanthomonas hortorum	Xanthomonas gardneri		Xanthomonas		Solanum lycopersicum	Costa Rica	The donor reference is XV448	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4324		2358123	2360825
NCPPB 4326	Xanthomonas campestris pv. zantedeschiae (Joubert & Truter 1972) Dye 1978	Xanthomonas campestris	Xanthomonas campestris pv. zantedeschiae		Xanthomonas		Zantedeschia aethiopica (White flowered calla lily).	Taiwan, Republic of China	The donor reference is Xcz A5	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4326		2360825	2363987
NCPPB 4340	Xanthomonas campestris pv. zinniae (Hopkins & Dowson 1949) Dye 1978	Xanthomonas campestris	Xanthomonas campestris pv. zinniae	Xanthomonas nigromaculans f.sp. zinniae B1178	Xanthomonas		Zinnia sp.	UK	"The donor reference is UN-20506424
This isolate was isolated by Helena Stanford
The source of this isolate was Diagnosis lab. Ex Zinnia material"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4340		2363987	2367577
NCPPB 4341	Xanthomonas sacchari Vauterin et al. 1995	Xanthomonas sacchari	Xanthomonas sacchari		Xanthomonas			Guadaloupe	"The donor reference is VdM4
This isolate is also in the collections; LMG 471
This isolate was isolated by M.Beramis
The source of this isolate was LMG"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4341		2367577	2370151
NCPPB 4342	Xanthomonas arboricola pv. populi (ex de Kam 1984) Vauterin et al. 1995	Xanthomonas arboricola	Xanthomonas arboricola pv. populi		Xanthomonas		Populus X euramericana (Canadian poplar)	Netherlands	"The donor reference is Dsk 129
This isolate is also in the collections; ICMP 8923, LMG 12141
This isolate was isolated by M. de Kam
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4342		2370151	2373858
NCPPB 4343	Xanthomonas bromi Vauterin et al. 1995	Xanthomonas bromi	Xanthomonas bromi		Xanthomonas		Bromus fonkii Philippi (Chilean brome )	France	"The donor reference is 1601-1
This isolate is also in the collections; ICMP 12545, CFBP 1976,Samson 1601.1, LMG 947
This isolate was isolated by R.Sampson
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4343		2373858	2377513
NCPPB 4344	Xanthomonas campestris pv. brunneivaginae (Luo et al. 1988)Young et al. 1996	Xanthomonas campestris	Xanthomonas campestris pv. brunneivaginae		Xanthomonas		Oryza sativa	China	"The donor reference is 03-29991
This isolate is also in the collections; ICMP 9991
This isolate was isolated by K.Luo
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4344		2377513	2380886
NCPPB 4345	Xanthomonas campestris pv. cannae Easwaramurthy et al. 1984	Xanthomonas campestris	Xanthomonas campestris pv. cannae		Xanthomonas		Canna × generalis	India	"The donor reference is 1
This isolate is also in the collections; ICMP 8306. LMG 9043
This isolate was isolated by R. Easwaramurthy
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4345		2380886	2383984
NCPPB 4346	Xanthomonas campestris pv. leersiae (ex Fang et al. 1957) Young et al. 1991	Xanthomonas campestris	Xanthomonas campestris pv. leersiae		Xanthomonas		Leersia hexandra Swartz (southern cutgrass)	China	"The donor reference is G2
This isolate is also in the collections; ICMP 8788
This isolate was isolated by Z. Fang
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4346		2383984	2387194
NCPPB 4347	Xanthomonas campestris pv. malloti Goto 1993	Xanthomonas campestris	Xanthomonas campestris pv. malloti		Xanthomonas		Mallotus japonicus (Thunb.) Muell.-Arg (East Asian mallotus)	Japan	"The donor reference is Ma 2
This isolate is also in the collections; ICMP 11536, ATCC 51262
This isolate was isolated by M. Goto
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4347		2387194	2390362
NCPPB 4348	Xanthomonas euvesicatoria pv. mirabilis (ex Durgapal & Trivedi 1976) Harrison et al. 2023	Xanthomonas euvesicatoria	Xanthomonas campestris pv. mirabilis		Xanthomonas		Mirabilis jalapa L. (Marvel-of-peru)	India	"This isolate is also in the collections; ICMP 8949, ITCC
This isolate was isolated by Durgapal. J.C.
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4348		2390362	2393488
NCPPB 4349	Xanthomonas euvesicatoria pv. pennamericanum (Qhobela & Claflin 1988) Harrison et al. 2023	Xanthomonas euvesicatoria	Xanthomonas campestris pv. pennamericanum		Xanthomonas		Pennisetum americanum (L.) K. Schum. (pearl millet)	Nigeria	"The donor reference is B6
This isolate is also in the collections; ICMP 9627, ATCC 49152
This isolate was isolated by L.E.Claflin
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4349		2393488	2396429
NCPPB 4350	Xanthomonas codiaei Vauterin et al. 1995	Xanthomonas codiaei	Xanthomonas campestris pv. poinsettiicola		Xanthomonas		Euphorbia pulcherrima	USA	"The donor reference is X259 (87-56A)
This isolate is also in the collections; LMG 8678, ICMP 9513, ATCC 700187
This isolate was isolated by A.R. Chase
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4350		2396429	2399526
NCPPB 4351	Xanthomonas euvesicatoria pv. viegasii (Robbs et al. 1989) Harrison et al. 2023	Xanthomonas euvesicatoria	Xanthomonas campestris pv. viegasii		Xanthomonas		Pachystachys lutea Nees. (lollipop plant)	Brazil	"The donor reference is FC1
This isolate is also in the collections; ICMP 9261, IBSF 575
This isolate was isolated by J.R.Neto
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4351		2399526	2402732
NCPPB 4352	Xanthomonas euvesicatoria pv. zingibericola (Ren & Fang 1981) Harrison et al. 2023	Xanthomonas euvesicatoria	Xanthomonas campestris pv. zingibericola		Xanthomonas		Zingiber officinale Rosc. (ginger)	China	"The donor reference is Zo2
This isolate is also in the collections; ICMP 8787, LMG 9060
This isolate was isolated by X.Z.Ren
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4352		2402732	2405905
NCPPB 4353	Xanthomonas theicola (Uehara et al. 1980) Vauterin et al. 1995	Xanthomonas theicola	Xanthomonas theicola		Xanthomonas		Camellia sinensis	Japan	"The donor reference is TC1
This isolate is also in the collections; ICMP 6774, LMG 8684, NZRCC 10488
This isolate was isolated by K.Uehara
The source of this isolate was ICMP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4353		2405905	2409315
NCPPB 4355	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas axonopodis pv. allii		Xanthomonas			Reunion - France	"The donor reference is CFBP 6369
This isolate is also in the collections; CFBP 6369
The source of this isolate was CFBP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4355		2409315	2412173
NCPPB 4356	Xanthomonas hortorum pv. cynarae Morinière et al. (2020)	Xanthomonas hortorum	Xanthomonas cynarae		Xanthomonas		Cynara scolymus (artichoke)	France - Brittainy	"The donor reference is CFBP 4188
This isolate is also in the collections; CFBP 4188, ICMP 16775
The source of this isolate was CFBP"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4356		2412173	2415959
NCPPB 4363	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei	Xanthomonas sp.		Xanthomonas		Dysoxylum spectabile	New Zealand	"The donor reference is ICMP 2415
This isolate is also in the collections; ICMP 2415, CFBP 7260
This isolate was isolated by J.YOUNG"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4363		2415959	2418776
NCPPB 4364	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei	Xanthomonas sp.		Xanthomonas		Dysoxylum spectabile	New Zealand	"The donor reference is ICMP 6465
This isolate is also in the collections; ICMP 6465, CFBP 7262
This isolate was isolated by J.YOUNG"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4364		2418776	2421593
NCPPB 4367	Xanthomonas dyei pv. dysoxyli (Hutchinson 1949) Young et al. 2010	Xanthomonas dyei	Xanthomonas sp.		Xanthomonas		Dysoxylum spectabile	New Zealand	"The donor reference is ICMP 16473
This isolate is also in the collections; ICMP 16473
This isolate was isolated by J.YOUNG"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4367		2421593	2424401
NCPPB 4372	Xanthomonas euvesicatoria pv. allii (Kadota et al. 2000) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas axonopodis pv. allii		Xanthomonas		Allium cepa	Brazil	"The donor reference is 618
This isolate is also in the collections; IBSBF 618
This isolate was isolated by J.Neto
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4372		2424401	2427275
NCPPB 4373	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas axonopodis pv.aurantifolii		Xanthomonas		Citrus aurantifolia	Brazil	"The donor reference is 1472
This isolate is also in the collections; IBSBF 1472
This isolate was isolated by V.A.Malavolta
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4373		2427275	2430171
NCPPB 4374	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas axonopodis pv.aurantifolii		Xanthomonas		Citrus aurantifolia	Brazil	"The donor reference is 1497
This isolate is also in the collections; IBSBF 1497
This isolate was isolated by J.Neto
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4374		2430171	2433060
NCPPB 4375	Xanthomonas citri pv. citri (Hasse 1915) Constantin 2016 comb. nov.	Xanthomonas citri	Xanthomonas axonopodis pv. citri		Xanthomonas		Citrus sinensis - common sweet orange	Brazil (Parana).	"The donor reference is 1594
This isolate is also in the collections; IBSBF 1594, FDC 012
This isolate was isolated by R.P.Leite Jr.
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4375		2433060	2436242
NCPPB 4376	Xanthomonas euvesicatoria pv. citrumelonis (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas euvesicatoria	Xanthomonas alfalfae subsp. citrumelonis		Xanthomonas		Citrus paradisi x Poncirus trifoliata	USA	"The donor reference is 1925
This isolate is also in the collections; IBSBF 1925, LMG 9325
This isolate was isolated by D.W.Gabriel
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4376		2436242	2439172
NCPPB 4377	Xanthomonas citri pv. aurantifolii (Schaad et al. 2007) Constantin et al. 2016 comb. nov.	Xanthomonas citri	Xanthomonas axonopodis pv. aurantifolii		Xanthomonas		Citrus - lemon	Argentina	"The donor reference is 1583
This isolate is also in the collections; IBSBF 1583, Xc 90-78-4-3
This isolate was isolated by B.I.Canteros
The source of this isolate was IBSBF"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4377		2439172	2442080
NCPPB 4378	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 034/LRA/05
This isolate is also in the collections; CFBP 7166
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4378		2442080	2444909
NCPPB 4379	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is KY44
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4379		2444909	2447677
NCPPB 4380	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 038/KBA/05
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4380		2447677	2450451
NCPPB 4381	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 014/LUW/05
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4381		2450451	2453225
NCPPB 4383	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 071/WSK/05
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4383		2453225	2455999
NCPPB 4384	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 041/NSG/05
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4384		2455999	2458773
NCPPB 4385	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 031/KIB/05
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4385		2458773	2461547
NCPPB 4386	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Uganda	"The donor reference is 005/WKS/05
This isolate is also in the collections; CFBP 7167
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4386		2461547	2464376
NCPPB 4387	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	D.R.Congo	"The donor reference is IMI 392223
This isolate is also in the collections; CFBP 7168
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4387		2464376	2467208
NCPPB 4388	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	D.R.Congo	"The donor reference is IMI 392224
This isolate is also in the collections; CFBP 7169
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4388		2467208	2470040
NCPPB 4389	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Rwanda	"The donor reference is IMI 393640
This isolate is also in the collections; CFBP 7170
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4389		2470040	2472869
NCPPB 4390	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Rwanda	"The donor reference is IMI 393641
This isolate is also in the collections; CFBP 7171
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4390		2472869	2475698
NCPPB 4391	Xanthomonas vasicola pv. musacearum (Yirgou & Bradbury 1968) Dye 1978	Xanthomonas vasicola	Xanthomonas campestris pv. musacearum		Xanthomonas		Musa	Rwanda	"The donor reference is IMI 393646
This isolate is also in the collections; CFBP 7172
The source of this isolate was Valentine Aritua"	https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=4391		2475698	2478528
