ncppb_number	ncppb_current_name	biosample_accession	evidence_status	bioproject_accession	project_role	project_sources	project_title	use_for_sequence_provenance	review_required	source_url
NCPPB 4679	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511384	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286081	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286081	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286081	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4680	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511385	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198915	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198915	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198915	provisional	PRJNA689092	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas campestris genomes from cruciferous weeds and crops	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA689092
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198916	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198916	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198916	provisional	PRJNA689092	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas campestris genomes from cruciferous weeds and crops	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA689092
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198917	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198917	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN17198917	provisional	PRJNA689092	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Xanthomonas campestris genomes from cruciferous weeds and crops	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA689092
NCPPB 4681	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511386	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286082	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286082	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN43286082	confirmed	PRJNA774128	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of Xanthomonas campestris strains from NCPPB	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA774128
NCPPB 4682	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	SAMN56511387	confirmed	PRJNA1437458	sequence_source_project	biosample_elink; sra_sequence_project	Genome sequencing of phylogenetically important Xanthomonas strains	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1437458
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356589	confirmed	PRJEB38813	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Complete genome sequences of four Xanthomonas hortorum species level clade strains sequenced with short- and long-read technologies	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38813
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356589	confirmed	PRJEB38824	biosample_elink_only	biosample_elink	Diagnostic and epidemiological tools for the Xanthomonas hortorum species-level clade based on OMICs technologies	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38824
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMN41996498	confirmed	PRJNA1127218	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Genome sequencing of pathotype strains of Xanthomonas on the UK Plant Health Risk Register	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1127218
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMN41996498	confirmed	PRJNA224116	annotation_project	biosample_elink	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4692	Xanthomonas hydrangeae Dia et al. 2021	SAMN41996498	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356591	confirmed	PRJEB38813	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Complete genome sequences of four Xanthomonas hortorum species level clade strains sequenced with short- and long-read technologies	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38813
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356591	confirmed	PRJEB38824	biosample_elink_only	biosample_elink	Diagnostic and epidemiological tools for the Xanthomonas hortorum species-level clade based on OMICs technologies	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJEB38824
NCPPB 4693	Xanthomonas hydrangeae Dia et al. 2021	SAMEA7356591	confirmed	PRJNA224116	annotation_project	refseq_annotation_project		no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4704	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357988	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4704	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357988	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4704	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357988	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN07735936	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN07735936	provisional	PRJNA413069	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413069
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN07735936	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357994	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357994	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4705	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357994	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4707	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357996	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4707	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357996	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4707	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357996	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4709	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN36358007	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4709	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN36358007	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4709	Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995	SAMN36358007	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773711	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773711	provisional	PRJNA413069	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413069
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773711	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357995	provisional	PRJNA992549	biosample_elink_only	biosample_elink	Re-sequencing of X. vasicola strains at Fera	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701295	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701295	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4710	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701295	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773805	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773805	provisional	PRJNA413069	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas vasicola Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA413069
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN08773805	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357998	provisional	PRJNA992549	biosample_elink_only	biosample_elink	Re-sequencing of X. vasicola strains at Fera	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701296	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701296	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4712	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36701296	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4714	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357997	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4714	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357997	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4714	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357997	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4716	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357991	provisional	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4716	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357991	provisional	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
NCPPB 4716	Xanthomonas vasicola pv. vasculorum (Cobb 1894) Lang et al. 2017	SAMN36357991	provisional	PRJNA992549	sequence_source_project	assembly_genbank_project; biosample_elink; sra_sequence_project	Re-sequencing of X. vasicola strains at Fera	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA992549
NCPPB 4753	Xanthomonas prunicola Lopez et al	SAMN08031359	confirmed	PRJNA224116	annotation_project	biosample_elink; refseq_annotation_project	Refseq Prokaryotic Genome Annotation Project	no	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224116
NCPPB 4753	Xanthomonas prunicola Lopez et al	SAMN08031359	confirmed	PRJNA418695	sequence_source_project	assembly_genbank_project; biosample_elink	Xanthomonas prunicola CFBP8353 Genome sequencing and assembly	yes	no	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418695
NCPPB 4753	Xanthomonas prunicola Lopez et al	SAMN08031359	confirmed	PRJNA418723	biosample_elink_only	biosample_elink	Xanthomonas prunicola CFBP8355 Genome sequencing and assembly	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA418723
NCPPB 4753	Xanthomonas prunicola Lopez et al	SAMN08031359	confirmed	PRJNA608517	biosample_elink_only	biosample_elink	The Lactobacillus genus, a use case for Bactopia.	no	yes	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA608517
