ncppb_number	other_references	matched_text	normalized_identifier	prefix	suffix	rule_name	confidence	include_for_search	biosample_query	context
NCPPB 4383	The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua	071/WSK/05	WSK 05	WSK	05	contextual_reference_code	medium	yes	WSK[All Fields] AND 05[All Fields]	The donor reference is 071/WSK/05 The source of this isolate was Valentine Aritua
NCPPB 4384	The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua	is 041/NSG/05	IS 041/NSG/05	IS	041/NSG/05	stopword_prefix	reject	no		The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua
NCPPB 4384	The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua	041/NSG/05	NSG 05	NSG	05	contextual_reference_code	medium	yes	NSG[All Fields] AND 05[All Fields]	The donor reference is 041/NSG/05 The source of this isolate was Valentine Aritua
NCPPB 4385	The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua	is 031/KIB/05	IS 031/KIB/05	IS	031/KIB/05	stopword_prefix	reject	no		The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua
NCPPB 4385	The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua	031/KIB/05	KIB 05	KIB	05	contextual_reference_code	medium	yes	KIB[All Fields] AND 05[All Fields]	The donor reference is 031/KIB/05 The source of this isolate was Valentine Aritua
NCPPB 4386	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua	CFBP 7167	CFBP 7167	CFBP	7167	known_collection_prefix	high	yes	CFBP[All Fields] AND 7167[All Fields]	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua
NCPPB 4386	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua	is 005/WKS/05	IS 005/WKS/05	IS	005/WKS/05	stopword_prefix	reject	no		The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate w
NCPPB 4386	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate was Valentine Aritua	005/WKS/05	WKS 05	WKS	05	contextual_reference_code	medium	yes	WKS[All Fields] AND 05[All Fields]	The donor reference is 005/WKS/05 This isolate is also in the collections; CFBP 7167 The source of this isolate w
NCPPB 4387	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua	IMI 392223	IMI 392223	IMI	392223	known_collection_prefix	high	yes	IMI[All Fields] AND 392223[All Fields]	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate w
NCPPB 4387	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua	CFBP 7168	CFBP 7168	CFBP	7168	known_collection_prefix	high	yes	CFBP[All Fields] AND 7168[All Fields]	The donor reference is IMI 392223 This isolate is also in the collections; CFBP 7168 The source of this isolate was Valentine Aritua
NCPPB 4388	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua	IMI 392224	IMI 392224	IMI	392224	known_collection_prefix	high	yes	IMI[All Fields] AND 392224[All Fields]	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate w
NCPPB 4388	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua	CFBP 7169	CFBP 7169	CFBP	7169	known_collection_prefix	high	yes	CFBP[All Fields] AND 7169[All Fields]	The donor reference is IMI 392224 This isolate is also in the collections; CFBP 7169 The source of this isolate was Valentine Aritua
NCPPB 4389	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua	IMI 393640	IMI 393640	IMI	393640	known_collection_prefix	high	yes	IMI[All Fields] AND 393640[All Fields]	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate w
NCPPB 4389	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua	CFBP 7170	CFBP 7170	CFBP	7170	known_collection_prefix	high	yes	CFBP[All Fields] AND 7170[All Fields]	The donor reference is IMI 393640 This isolate is also in the collections; CFBP 7170 The source of this isolate was Valentine Aritua
NCPPB 4390	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua	IMI 393641	IMI 393641	IMI	393641	known_collection_prefix	high	yes	IMI[All Fields] AND 393641[All Fields]	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate w
NCPPB 4390	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua	CFBP 7171	CFBP 7171	CFBP	7171	known_collection_prefix	high	yes	CFBP[All Fields] AND 7171[All Fields]	The donor reference is IMI 393641 This isolate is also in the collections; CFBP 7171 The source of this isolate was Valentine Aritua
NCPPB 4391	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua	IMI 393646	IMI 393646	IMI	393646	known_collection_prefix	high	yes	IMI[All Fields] AND 393646[All Fields]	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate w
NCPPB 4391	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua	CFBP 7172	CFBP 7172	CFBP	7172	known_collection_prefix	high	yes	CFBP[All Fields] AND 7172[All Fields]	The donor reference is IMI 393646 This isolate is also in the collections; CFBP 7172 The source of this isolate was Valentine Aritua
NCPPB 4392	The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua	CFBP 7173	CFBP 7173	CFBP	7173	known_collection_prefix	high	yes	CFBP[All Fields] AND 7173[All Fields]	The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua
NCPPB 4392	The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate was Valentine Aritua	is 394051	IS 394051	IS	394051	stopword_prefix	reject	no		The donor reference is 394051 This isolate is also in the collections; CFBP 7173 The source of this isolate w
NCPPB 4393	The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua	CFBP 7174	CFBP 7174	CFBP	7174	known_collection_prefix	high	yes	CFBP[All Fields] AND 7174[All Fields]	The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua
NCPPB 4393	The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate was Valentine Aritua	is 394052	IS 394052	IS	394052	stopword_prefix	reject	no		The donor reference is 394052 This isolate is also in the collections; CFBP 7174 The source of this isolate w
NCPPB 4394	The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua	CFBP 7175	CFBP 7175	CFBP	7175	known_collection_prefix	high	yes	CFBP[All Fields] AND 7175[All Fields]	The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua
NCPPB 4394	The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate was Valentine Aritua	is 354053	IS 354053	IS	354053	stopword_prefix	reject	no		The donor reference is 354053 This isolate is also in the collections; CFBP 7175 The source of this isolate w
NCPPB 4395	This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua	CFBP 7176	CFBP 7176	CFBP	7176	known_collection_prefix	high	yes	CFBP[All Fields] AND 7176[All Fields]	This isolate is also in the collections; CFBP 7176 The source of this isolate was Valentine Aritua
NCPPB 4397	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF	ICMP 9278	ICMP 9278	ICMP	9278	known_collection_prefix	high	yes	ICMP[All Fields] AND 9278[All Fields]	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF
NCPPB 4397	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by R.Neto The source of this isolate was ISBF	ISBF 594	ISBF 594	ISBF	594	contextual_reference_code	medium	yes	ISBF[All Fields] AND 594[All Fields]	The donor reference is ISBF 594 This isolate is also in the collections; ICMP 9278 This isolate was isolated by
NCPPB 4398	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF	ICMP 9279	ICMP 9279	ICMP	9279	known_collection_prefix	high	yes	ICMP[All Fields] AND 9279[All Fields]	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF
NCPPB 4398	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by R.Neto The source of this isolate was ISBF	ISBF 595	ISBF 595	ISBF	595	contextual_reference_code	medium	yes	ISBF[All Fields] AND 595[All Fields]	The donor reference is ISBF 595 This isolate is also in the collections; ICMP 9279 This isolate was isolated by
NCPPB 4399	The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP	ICMP 15863	ICMP 15863	ICMP	15863	known_collection_prefix	high	yes	ICMP[All Fields] AND 15863[All Fields]	The donor reference is ICMP 15863 This isolate is also in the collections; ICMP 15863 This isolate was isolated by I.Harvey The source of this isolate was ICMP
NCPPB 4402	The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG	LMG 8237	LMG 8237	LMG	8237	known_collection_prefix	high	yes	LMG[All Fields] AND 8237[All Fields]	he donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG
NCPPB 4402	The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate was LMG	PD 772	PD 772	PD	772	known_collection_prefix	high	yes	PD[All Fields] AND 772[All Fields]	The donor reference is LMG 8237 This isolate is also in the collections; PD 772, LMG 8237 This isolate was isolated by P.D.Jaanse The source of this isolate wa
NCPPB 4403	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP	ICMP 217-62	ICMP 217-62	ICMP	217-62	known_collection_prefix	high	yes	ICMP[All Fields] AND 217[All Fields] AND 62[All Fields]	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was i
NCPPB 4403	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP	ICMP 217	ICMP 217	ICMP	217	known_collection_prefix	high	yes	ICMP[All Fields] AND 217[All Fields]	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate
NCPPB 4403	The donor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP	ATCC 9924	ATCC 9924	ATCC	9924	known_collection_prefix	high	yes	ATCC[All Fields] AND 9924[All Fields]	nor reference is ICMP 217-62 This isolate is also in the collections; ICMP 217, ATCC 9924 This isolate was isolated by R. Weindling The source of this isolate was ICMP
NCPPB 4404	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	LMG 9057	LMG 9057	LMG	9057	known_collection_prefix	high	yes	LMG[All Fields] AND 9057[All Fields]	rence is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG
NCPPB 4404	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	ICMP 7466	ICMP 7466	ICMP	7466	known_collection_prefix	high	yes	ICMP[All Fields] AND 7466[All Fields]	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this i
NCPPB 4404	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	ITCC P33	ITCC P33	ITCC	P33	known_collection_prefix	high	yes	ITCC[All Fields] AND P33[All Fields]	donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was
NCPPB 4404	The donor reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was LMG	P33	P 33	P	33	source_context_single_letter_code	low	yes	P[All Fields] AND 33[All Fields]	reference is LMG 9057 This isolate is also in the collections; ICMP 7466; ITCC P33, LMG 9057 This isolate was isolated by Y.Kulkani The source of this isolate was
NCPPB 4405	The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate was isolated by G.Latch The source of this isolate was LMG	LMG 8273	LMG 8273	LMG	8273	known_collection_prefix	high	yes	LMG[All Fields] AND 8273[All Fields]	The donor reference is LMG 8273 This isolate is also in the collections; ICMP 6482, Latch PRGRQ This isolate wa
