ncppb_number	snapshot_status	ncppb_current_name	expected_genus	scope_status	attention_level	attention_category	final_sequence_use_status	next_action	ncbi_biosample_match_count	ncbi_assembly_count_all_confirmed_links	ncbi_sra_run_count_all_confirmed_links	ncbi_eligible_assembly_count	ncbi_eligible_sra_run_count	ncbi_taxonomy_blocked_resource_count	ncbi_data_status	phylogeny_readiness	manual_review_required	metadata_annotation_status	catalogue_host	catalogue_country	biosample_hosts	biosample_geographic_locations	biosample_collection_years	confirmed_biosample_accessions	linked_assembly_accessions	linked_sra_run_accessions	eligible_assembly_accessions	eligible_sra_run_accessions	audit_table_pointer
NCPPB 3878	present_in_both	Xanthomonas arboricola pv. pruni (Smith 1903) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Prunus salicina cv. Black Diamond	Italy									
NCPPB 3880	present_in_both	Pseudomonas syringae pv. pisi (Sacket 1916) Young, Dye & Wilkie 1978	Pseudomonas	reclassified_outside_xanthomonas	P2	reclassified_outside_xanthomonas_scope_decision	only_after_supervisor_scope_decision	decide whether retained as outgroup/historical record; do not assume ingroup membership	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Pisum sativum	UK									
NCPPB 3883	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Crambe abyssinica	USA	Crambe hispanica subsp. abyssinica	USA	1990	SAMN57360827; SAMN22552831	GCF_020813155.1	SRR29823151; SRR38178865	GCF_020813155.1	SRR38178865; SRR29823151	
NCPPB 3884	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Crambe abyssinica	USA	Crambe hispanica subsp. abyssinica	USA	1990	SAMN57360826; SAMN22552832	GCF_020813085.1	SRR29823150; SRR38178866	GCF_020813085.1	SRR38178866; SRR29823150	
NCPPB 3885	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Vigna unguiculata	India									
NCPPB 3886	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	2	0	0	7	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Ficus religiosa	India	Ficus religiosa	India	1993	SAMN42175585	GCF_041463755.1	SRR29651787; SRR30037661			01_taxonomy_pathovar_audit_49.tsv
NCPPB 3887	present_in_both	Xanthomonas euvesicatoria pv. fici (Cavara 1905) Harrison et al. 2023	Xanthomonas	current_xanthomonas	P3	same_pathovar_historical_or_updated_species_name	conditional_release_for_genus_tree_qc_ani_only	calculate ANI/GTDB against suitable references; use NCPPB name as primary label and retain NCBI name as submitted/historical label	1	1	2	0	0	7	linked_sequence_blocked_pending_taxonomy_review	taxonomy_review_required_before_use	yes	partial_context_metadata	Ficus religiosa	India	Unknown	India	1993	SAMN42175586	GCF_041463645.1	SRR29651786; SRR30037660			01_taxonomy_pathovar_audit_49.tsv
NCPPB 3888	present_in_both	Xanthomonas campestris pv. parthenii Chand et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Parthenium hysterophorus	India	Parthenium hysterophorus	India		SAMN22555468	GCF_020783765.1	SRR22272566	GCF_020783765.1	SRR22272566	
NCPPB 3890	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata		Malta									
NCPPB 3925	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata											
NCPPB 3926	present_in_both	Xanthomonas citri pv. vignicola (Burkholder 1944) Constantin et al. 2016 comb. nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata											
NCPPB 3927	present_in_both	Xanthomonas campestris pv. campestris (Pammel 1895) Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Brassica napus var. olerfera	Brazil	Brassica napus var. olerfera	Brazil	1994	SAMN43286079	GCF_041521265.1	SRR30327315	GCF_041521265.1	SRR30327315	
NCPPB 3931	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Lactuca sativa	UK									
NCPPB 3932	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Lactuca sativa	UK									
NCPPB 3942	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Allium cepa	Barbados									
NCPPB 3943	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Allium cepa	Barbados									
NCPPB 3944	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Allium cepa	Barbados									
NCPPB 3947	present_in_both	Xanthomonas citri pv. glycines (Nakano 1919) Constantin et al. 2016 comb.nov.	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Glycine max	Brunei									
NCPPB 3948	present_in_both	Xanthomonas axonopodis pv. poinsettiicola (Patel et al. 1951) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	2	1	2	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Euphorbia cyathophora	Australia	Euphorbia cyathophora	Australia		SAMN42178462	GCF_041489455.1	SRR29654625; SRR30037950	GCF_041489455.1	SRR29654625; SRR30037950	
NCPPB 3949	present_in_both	Xanthomonas oryzae pv. oryzicola (Fang et al. 1957) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Malaysia									
NCPPB 3950	present_in_both	Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Corylus avellana	Chile									
NCPPB 3951	present_in_both	Xanthomonas oryzae pv. oryzae (Ishiyama 1922) Swings et al. 1990	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Oryza sativa	Malaysia									
NCPPB 3953	present_in_both	Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Triticum aestivum	Zambia									
NCPPB 3954	present_in_both	Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Solanum lycopersicum	Trinidad & Tobago									
NCPPB 3955	present_in_both	Xanthomonas translucens pv. undulosa (Smith et al. 1919) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Triticum aestivum	Zambia									
NCPPB 3956	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Triticum aestivum (Bread Wheat)	Pakistan									
NCPPB 3957	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Hordeum vulgare	Zambia									
NCPPB 3959	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Persea americana	New Zealand	Persea americana	New Zealand		SAMN42161491	GCF_056675575.1	SRR29644155	GCF_056675575.1	SRR29644155	
NCPPB 3960	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Pelargonium sp.	UK									
NCPPB 4013	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	1	3	1	3	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Asclepias syriaca	USA	Asclepias syriaca	USA		SAMN56511371; SAMN22555464	GCF_020784175.1	SRR22272570; SRR37629088; SRR37789905	GCF_020784175.1	SRR37629088; SRR37789905; SRR22272570	
NCPPB 4014	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Asclepias syriaca	USA									
NCPPB 4015	present_in_both	Xanthomonas campestris pv. asclepiadis Flynn & Vidaver 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Asclepias syriaca	USA									
NCPPB 4031	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Pelargonium x hortorum	UK									
NCPPB 4032	present_in_both	Xanthomonas hortorum pv. pelargonii (Brown 1923) Vauterin et al. 1995	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Pelargonium x hortorum	UK									
NCPPB 4033	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Lactuca sativa	USA									
NCPPB 4034	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Lactuca sativa	USA									
NCPPB 4037	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	2	2	3	2	3	0	confirmed_sequence_available	assembly_available_qc_required	no	partial_context_metadata	Nemesia sp.	UK	Nemesia sp.	United Kingdom	1998	SAMN42161492; SAMN22552836	GCF_020812955.1; GCF_041475695.1	SRR29644154; SRR29823163; SRR30040129	GCF_041475695.1; GCF_020812955.1	SRR29644154; SRR30040129; SRR29823163	
NCPPB 4058	present_in_both	Xanthomonas hortorum pv. vitians Morinière et al. 2020	Xanthomonas	current_xanthomonas	P3	assembly_available_qc_required	automatic_candidate_after_genome_qc	download selected assembly; complete QC, contamination screening, ANI and deduplication	1	1	1	1	1	0	confirmed_sequence_available	assembly_available_qc_required	no	complete_host_geography_date_source	Lactuca sativa	UK	Lactuca sativa	United Kingdom		SAMN24251536	GCF_021352915.1	SRR17286009	GCF_021352915.1	SRR17286009	
NCPPB 4181	present_in_both	Xanthomonas fragariae Kennedy and King 1962	Xanthomonas	current_xanthomonas	P2	wgs_reads_require_assembly_and_qc	candidate_after_read_qc_and_assembly	download reads; trim, assemble, then complete genome QC and ANI	1	0	1	0	1	0	confirmed_sequence_available	raw_wgs_reads_require_assembly_and_qc	no	partial_context_metadata			Not collected	Not collected		SAMN39942677		SRR27965825		SRR27965825	
NCPPB 4183	present_in_both	Xanthomonas arboricola pv. fragariae Janse et al 2001	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Fragaria (x)ananassa	Italy									
NCPPB 4210	present_in_both	Xanthomonas sp. Dowson 1939	Xanthomonas	current_xanthomonas	P3	no_confirmed_public_sequence	no_genome_input	retain count=0; optional separate marker-gene/literature search	0	0	0	0	0	0	no_confirmed_ncbi_match	no_confirmed_public_sequence	no	missing_context_metadata	Cardiocrinum giganteum	India									
